AGE,DRIVING_EXPERIENCE,PAST_ACCIDENTS,SPEEDING_VIOLATIONS,DUIS,ANNUAL_MILEAGE,VEHICLE_YEAR,VEHICLE_OWNERSHIP,OUTCOME
1,1,2,1,1,15000.0,0,0,1
0,0,0,0,0,12000.0,0,1,1
3,1,2,1,0,12000.0,0,1,0
2,2,2,5,1,6000.0,0,1,0
3,3,5,3,0,8000.0,1,0,0
1,1,0,0,0,16000.0,1,0,0
3,3,5,3,0,13000.0,0,1,0
1,0,0,0,0,7000.0,0,0,1
0,0,0,0,0,10000.0,0,0,0
2,2,2,0,0,12000.0,0,1,0
3,3,3,9,0,10000.0,1,0,0
2,2,2,6,0,9000.0,0,1,0
2,1,2,1,0,11000.0,1,1,0
1,1,2,3,1,11000.0,1,1,0
3,3,1,3,0,12000.0,0,0,0
2,2,4,3,2,12000.0,0,1,0
1,1,2,0,0,12000.0,1,0,0
3,0,0,0,0,12000.0,1,1,0
3,3,2,4,0,9000.0,0,1,0
0,0,0,0,0,15000.0,0,1,1
3,0,0,0,0,9000.0,0,1,0
0,0,0,0,0,8000.0,0,1,0
2,1,1,1,0,11000.0,0,1,0
1,1,0,0,0,16000.0,0,0,1
2,0,0,0,0,9000.0,0,1,1
2,0,0,0,0,10000.0,1,0,0
1,1,0,3,0,9000.0,0,0,1
0,0,0,0,0,13000.0,0,1,0
1,1,1,2,0,10000.0,1,0,0
3,3,4,3,0,8000.0,0,1,0
0,0,0,0,0,8000.0,0,1,0
2,0,0,0,0,12000.0,0,1,1
2,1,0,1,0,12000.0,0,1,0
1,1,0,1,0,12000.0,0,0,0
0,0,0,0,0,9000.0,0,1,0
1,1,1,3,0,12000.0,1,1,0
2,1,0,3,0,6000.0,0,1,0
3,2,3,3,0,14000.0,1,1,0
1,0,0,0,0,15000.0,1,0,1
1,1,0,1,0,11000.0,1,1,0
0,0,0,0,0,10000.0,0,0,1
3,1,0,1,0,12000.0,0,0,0
1,1,3,1,0,13000.0,1,1,0
1,1,0,2,0,16000.0,0,0,1
1,1,1,1,0,14000.0,0,0,0
3,3,0,4,0,9000.0,0,0,0
1,1,0,0,0,12000.0,1,1,0
1,1,1,5,1,9000.0,0,1,1
3,1,2,1,0,15000.0,0,1,0
1,1,1,2,1,8000.0,0,0,0
1,1,0,0,0,13000.0,0,0,1
3,2,0,1,0,16000.0,1,0,0
2,0,0,0,0,12000.0,0,0,0
3,3,5,3,1,11000.0,1,1,0
2,0,0,0,0,14000.0,0,0,1
2,2,1,6,0,13000.0,0,1,1
2,2,2,4,0,11000.0,1,1,0
2,2,1,3,0,10000.0,0,1,0
2,2,0,0,0,11000.0,0,0,0
2,2,5,4,0,12000.0,0,0,0
1,1,0,2,1,10000.0,0,0,0
1,1,1,0,0,12000.0,1,1,0
3,0,0,0,0,10000.0,0,1,1
0,0,0,0,0,11000.0,0,0,1
3,3,3,3,0,8000.0,1,1,0
2,0,0,0,0,10000.0,0,1,1
1,0,0,0,0,12000.0,0,0,1
2,2,0,2,1,16000.0,0,0,1
2,1,1,1,0,11000.0,0,1,0
3,2,1,3,0,9000.0,0,1,0
0,0,0,0,0,12000.0,0,1,1
2,2,0,6,0,11000.0,0,1,0
0,0,0,0,0,12000.0,0,1,1
1,1,0,2,0,12000.0,1,1,0
0,0,0,0,0,18000.0,0,1,1
2,2,1,3,2,12000.0,0,0,0
3,3,4,3,2,10000.0,0,0,0
3,1,0,0,1,9000.0,0,1,0
3,2,2,6,1,12000.0,0,1,0
2,1,1,0,0,13000.0,1,1,0
1,1,2,0,0,9000.0,1,1,0
1,1,2,0,0,14000.0,0,0,0
3,3,4,8,0,11000.0,0,1,0
2,2,0,4,2,9000.0,1,1,0
3,2,4,4,0,12000.0,1,1,0
0,0,0,0,0,11000.0,0,1,0
0,0,0,0,0,16000.0,0,0,1
2,1,0,3,0,13000.0,0,1,0
1,0,0,0,0,9000.0,0,0,0
2,0,0,0,0,14000.0,0,1,0
1,1,3,1,0,12000.0,1,1,0
0,0,0,0,0,12000.0,0,1,1
2,2,2,2,2,13000.0,1,1,0
1,1,0,2,0,9000.0,0,1,0
1,1,1,0,0,12000.0,0,1,0
0,0,0,0,0,8000.0,0,1,1
2,0,0,0,0,14000.0,0,1,0
1,1,0,0,0,8000.0,0,1,0
1,1,1,0,0,12000.0,1,1,0
3,3,6,7,0,10000.0,1,1,0
2,1,3,0,0,12000.0,0,0,1
2,1,0,1,0,10000.0,1,1,0
0,0,0,0,0,10000.0,0,1,1
3,3,1,10,1,7000.0,1,1,0
1,1,2,1,0,10000.0,0,1,1
2,0,0,0,0,8000.0,1,0,0
2,2,4,6,0,12000.0,0,1,0
1,1,1,0,0,13000.0,0,0,1
2,2,1,5,1,13000.0,0,1,0
3,1,0,2,1,14000.0,0,1,0
1,1,2,2,1,9000.0,0,0,0
1,1,1,0,0,15000.0,0,0,0
0,0,0,0,0,14000.0,0,0,1
1,0,0,0,0,14000.0,0,0,1
3,2,2,8,0,3000.0,1,1,0
2,2,2,2,1,11000.0,0,1,0
3,1,0,0,1,9000.0,0,1,0
3,3,4,4,0,9000.0,0,0,0
2,2,3,3,0,9000.0,1,1,0
2,2,1,1,0,13000.0,1,1,0
2,1,1,0,0,9000.0,0,1,0
1,1,1,1,0,10000.0,0,1,0
0,0,0,0,0,12000.0,0,1,0
2,0,0,0,0,6000.0,0,1,1
1,0,0,0,0,15000.0,0,0,1
2,2,2,1,0,13000.0,0,1,0
1,1,0,2,1,13000.0,1,1,0
1,1,2,1,0,12000.0,1,0,0
3,3,11,2,0,9000.0,1,1,0
2,1,0,0,0,12000.0,0,1,0
0,0,0,0,0,12000.0,0,1,0
1,1,1,2,0,13000.0,0,1,1
0,0,0,0,0,17000.0,1,1,0
0,0,0,0,0,11000.0,0,1,0
2,1,1,0,0,9000.0,0,1,0
3,0,0,0,0,10000.0,0,1,1
3,0,0,0,0,10000.0,1,1,0
3,3,0,3,2,7000.0,0,1,0
1,1,2,1,0,12000.0,1,1,0
3,3,2,2,0,11000.0,0,1,0
1,1,3,0,0,14000.0,0,0,1
1,1,0,1,0,12000.0,0,0,1
0,0,0,0,0,7000.0,0,0,1
0,0,0,0,0,13000.0,0,1,0
0,0,0,0,0,14000.0,0,0,1
3,3,3,14,0,3000.0,0,1,0
0,0,0,0,0,11000.0,0,1,1
2,2,1,2,0,12000.0,0,1,1
3,1,2,2,0,12000.0,1,1,0
0,0,0,0,0,10000.0,0,1,1
2,0,0,0,0,11000.0,0,0,1
1,1,0,0,0,16000.0,1,1,0
2,2,5,2,1,9000.0,0,1,0
2,0,0,0,0,11000.0,1,0,1
0,0,0,0,0,16000.0,0,0,1
3,3,2,2,1,12000.0,0,1,0
0,0,0,0,0,14000.0,1,0,1
1,1,0,0,1,12000.0,0,1,0
2,2,2,4,0,13000.0,1,1,0
1,1,1,1,1,15000.0,1,1,0
3,3,3,12,2,9000.0,1,0,0
1,1,0,0,0,17000.0,0,0,1
2,0,0,0,0,11000.0,0,1,1
2,2,0,5,1,13000.0,0,1,0
0,0,0,0,0,14000.0,0,0,1
1,1,0,1,0,9000.0,0,1,0
0,0,0,0,0,13000.0,1,1,0
1,1,3,0,1,13000.0,0,1,0
1,1,1,0,1,16000.0,0,0,0
0,0,0,0,0,15000.0,0,1,1
1,0,0,0,0,13000.0,0,0,1
1,1,0,1,0,8000.0,1,1,0
2,2,2,2,1,12000.0,0,1,0
1,0,0,0,0,12000.0,1,1,0
2,1,2,2,1,10000.0,1,1,0
0,0,0,0,0,19000.0,0,1,1
1,0,0,0,0,14000.0,0,0,1
0,0,0,0,0,15000.0,0,0,1
0,0,0,0,0,4000.0,0,0,1
3,3,5,4,1,13000.0,1,0,0
2,2,6,8,1,10000.0,1,1,0
0,0,0,0,0,19000.0,0,1,0
0,0,0,0,0,12000.0,0,1,0
3,3,9,2,1,17000.0,1,1,0
3,3,3,16,0,10000.0,0,1,0
3,2,1,3,1,11000.0,1,1,0
3,3,6,6,2,9000.0,0,1,0
1,1,1,1,1,16000.0,0,1,0
1,0,0,0,0,13000.0,0,1,1
2,2,6,3,0,14000.0,1,1,0
0,0,0,0,0,12000.0,0,0,0
3,1,2,4,0,13000.0,1,1,0
2,2,1,3,0,9000.0,1,1,0
3,3,2,1,2,12000.0,1,1,0
1,0,0,0,0,12000.0,0,1,0
2,1,0,4,0,8000.0,0,1,0
3,3,2,3,0,12000.0,0,0,0
3,3,1,5,1,9000.0,1,1,0
2,2,4,4,2,12000.0,1,1,0
3,0,0,0,0,15000.0,0,1,1
3,1,0,3,0,11000.0,1,1,0
2,2,5,5,0,8000.0,0,1,0
1,1,0,1,0,10000.0,0,0,0
1,1,0,5,0,11000.0,0,1,0
3,3,2,3,1,12000.0,0,1,0
1,0,0,0,0,14000.0,0,1,1
0,0,0,0,0,11000.0,0,1,1
1,1,0,0,1,11000.0,0,1,0
0,0,0,0,0,11000.0,1,0,0
1,1,0,0,0,15000.0,0,1,0
1,0,0,0,0,9000.0,0,1,0
1,1,2,0,1,12000.0,0,1,0
0,0,0,0,0,10000.0,0,1,0
0,0,0,0,0,13000.0,0,0,1
1,1,1,1,0,12000.0,1,1,0
1,0,0,0,0,10000.0,0,0,1
0,0,0,0,0,17000.0,1,1,0
1,1,0,4,0,11000.0,0,0,1
1,1,0,1,0,12000.0,0,0,0
1,1,1,0,0,12000.0,0,1,0
2,2,2,1,1,12000.0,0,1,0
1,1,1,0,0,15000.0,0,0,0
2,1,0,1,0,12000.0,1,1,0
3,3,5,10,1,9000.0,0,1,0
1,1,0,1,0,11000.0,0,0,1
1,0,0,0,0,14000.0,0,0,1
3,1,1,0,0,14000.0,1,0,1
0,0,0,0,0,13000.0,0,0,1
1,1,2,3,0,14000.0,0,1,0
2,1,4,1,0,12000.0,0,1,0
1,1,1,0,1,10000.0,0,1,0
2,0,0,0,0,9000.0,1,1,0
3,2,1,6,0,8000.0,0,1,0
1,1,0,1,0,12000.0,0,1,0
2,2,3,0,0,14000.0,1,1,0
2,2,3,7,1,8000.0,1,1,0
1,1,1,0,0,10000.0,0,1,0
2,0,0,0,0,11000.0,1,1,0
1,1,0,1,0,17000.0,0,1,1
1,1,2,2,1,12000.0,0,0,1
0,0,0,0,0,14000.0,0,0,1
0,0,0,0,0,11000.0,0,1,0
1,1,0,2,2,12000.0,0,1,0
2,1,1,3,0,14000.0,0,1,0
2,1,2,0,0,15000.0,1,1,0
2,1,1,5,0,9000.0,1,1,0
1,1,1,0,1,10000.0,0,1,0
1,0,0,0,0,18000.0,0,1,1
2,2,3,7,2,12000.0,0,0,0
2,2,9,5,0,8000.0,0,0,0
2,0,0,0,0,8000.0,0,1,0
1,1,2,1,0,14000.0,0,1,0
1,1,1,0,2,10000.0,0,1,0
1,1,0,2,0,15000.0,0,0,1
1,1,0,1,0,15000.0,0,1,0
2,2,0,1,1,12000.0,0,1,0
1,1,0,1,1,13000.0,0,0,1
2,2,2,7,1,11000.0,0,1,0
3,3,2,3,0,8000.0,0,0,0
0,0,0,0,0,13000.0,0,1,1
0,0,0,0,0,14000.0,0,0,1
1,1,1,3,1,15000.0,0,1,0
0,0,0,0,0,12000.0,0,0,1
2,2,5,1,1,11000.0,1,1,0
3,3,5,3,1,10000.0,0,1,0
1,0,0,0,0,17000.0,1,1,0
2,2,1,2,0,10000.0,1,1,0
1,1,2,1,1,16000.0,0,0,1
2,2,0,3,0,12000.0,0,1,0
1,1,0,4,1,13000.0,1,0,0
2,2,1,0,0,10000.0,1,1,0
1,1,1,0,0,15000.0,0,1,1
2,2,1,2,0,14000.0,1,1,0
2,2,3,1,0,14000.0,0,1,0
2,2,3,2,0,12000.0,1,1,0
1,1,0,0,0,16000.0,0,1,1
0,0,0,0,0,9000.0,0,0,1
2,0,0,0,0,9000.0,0,1,0
2,2,1,4,1,12000.0,0,1,0
3,3,7,3,0,11000.0,1,1,0
1,1,0,0,0,12000.0,0,1,0
0,0,0,0,0,13000.0,0,1,1
0,0,0,0,0,8000.0,0,0,1
0,0,0,0,0,21000.0,0,0,1
3,3,5,4,1,11000.0,0,1,0
2,1,3,3,2,11000.0,1,1,0
1,1,1,1,0,6000.0,0,0,1
2,2,2,4,1,12000.0,0,1,0
1,1,1,1,0,17000.0,0,1,0
2,1,0,4,0,10000.0,0,0,0
2,2,0,0,0,14000.0,1,1,0
0,0,0,0,0,12000.0,0,0,1
2,2,2,2,0,13000.0,0,1,0
3,0,0,0,0,9000.0,0,1,0
2,2,2,7,0,12000.0,1,1,0
2,2,1,4,0,10000.0,1,1,0
0,0,0,0,0,13000.0,0,1,0
3,2,3,3,2,12000.0,0,0,0
0,0,0,0,0,15000.0,0,0,1
3,3,2,0,1,16000.0,1,1,0
1,1,2,1,0,17000.0,1,0,0
3,0,0,0,0,14000.0,1,1,0
3,3,3,0,2,12000.0,0,1,0
2,2,2,1,1,15000.0,0,1,0
3,3,0,1,1,12000.0,0,1,0
1,1,0,2,0,9000.0,0,1,0
3,0,0,0,0,12000.0,0,1,1
2,1,2,2,0,7000.0,1,1,0
3,2,0,4,1,9000.0,0,1,0
1,1,3,3,0,9000.0,0,1,0
2,1,1,1,0,9000.0,0,0,1
1,1,4,2,0,10000.0,0,1,0
2,2,1,1,0,12000.0,1,0,0
1,0,0,0,0,11000.0,0,0,1
1,0,0,0,0,13000.0,1,1,0
0,0,0,0,0,13000.0,0,0,1
2,2,1,3,0,12000.0,0,1,0
3,3,3,10,1,9000.0,0,1,1
1,1,0,0,0,17000.0,0,0,1
3,1,1,1,1,8000.0,0,0,1
3,2,4,2,1,13000.0,0,1,0
0,0,0,0,0,11000.0,1,1,0
2,2,4,2,0,15000.0,1,0,0
2,1,1,4,0,7000.0,1,1,0
3,2,2,2,0,9000.0,0,1,0
1,0,0,0,0,13000.0,0,1,0
1,1,1,4,1,11000.0,0,0,1
0,0,0,0,0,15000.0,0,0,1
2,1,0,0,0,7000.0,1,1,0
2,0,0,0,0,13000.0,0,1,1
1,0,0,0,0,10000.0,0,0,1
3,1,1,2,0,12000.0,0,1,0
3,3,3,10,2,11000.0,1,1,0
0,0,0,0,0,9000.0,0,1,1
0,0,0,0,0,10000.0,0,0,1
1,0,0,0,0,13000.0,1,1,0
3,0,0,0,0,7000.0,0,0,1
1,1,0,1,0,12000.0,0,0,1
1,1,1,0,0,15000.0,0,1,0
3,1,2,0,1,13000.0,1,1,0
1,1,2,1,0,12000.0,0,1,0
3,0,0,0,0,11000.0,1,1,0
2,2,2,3,0,12000.0,1,1,0
1,1,1,3,0,6000.0,1,1,0
3,3,5,6,2,14000.0,0,1,0
0,0,0,0,0,13000.0,0,0,1
1,1,1,3,0,12000.0,0,0,1
2,0,0,0,0,14000.0,0,1,0
2,1,0,0,0,18000.0,0,1,0
0,0,0,0,0,11000.0,0,0,1
0,0,0,0,0,18000.0,0,1,0
2,0,0,0,0,12000.0,1,1,0
2,2,5,2,1,14000.0,0,1,0
1,0,0,0,0,13000.0,1,0,1
1,1,5,3,0,5000.0,0,1,0
2,2,0,3,0,13000.0,0,1,0
2,2,6,0,0,9000.0,0,1,0
2,2,3,1,0,10000.0,0,0,0
1,1,2,3,0,12000.0,1,1,0
2,2,1,3,0,10000.0,1,1,0
2,1,2,0,0,15000.0,1,1,0
1,1,1,2,0,12000.0,0,0,1
0,0,0,0,0,5000.0,0,0,1
1,1,2,7,0,8000.0,1,1,0
1,0,0,0,0,11000.0,1,0,0
1,1,1,1,0,15000.0,0,1,0
2,2,4,4,1,8000.0,1,0,0
2,0,0,0,0,12000.0,1,1,0
2,2,6,4,1,9000.0,1,1,0
2,0,0,0,0,10000.0,0,1,1
0,0,0,0,0,12000.0,1,1,0
2,2,0,2,0,12000.0,1,1,0
3,3,5,7,0,9000.0,0,1,0
2,2,3,2,0,12000.0,1,1,0
2,2,1,4,1,13000.0,0,0,0
2,1,0,0,0,12000.0,0,1,0
0,0,0,0,0,10000.0,0,0,1
3,3,1,5,0,10000.0,1,1,0
3,3,0,6,0,11000.0,0,1,0
0,0,0,0,0,15000.0,1,1,0
1,1,0,1,0,13000.0,0,0,0
1,0,0,0,0,12000.0,0,1,0
2,1,2,0,0,12000.0,0,0,0
1,1,2,2,0,12000.0,0,1,0
1,0,0,0,0,14000.0,0,1,0
2,2,0,6,0,6000.0,0,1,0
1,1,0,0,0,12000.0,0,1,0
1,1,1,1,0,10000.0,0,1,0
3,3,3,11,1,7000.0,1,1,0
2,1,0,0,0,10000.0,1,1,0
0,0,0,0,0,12000.0,0,0,1
0,0,0,0,0,18000.0,0,1,1
2,2,3,3,0,11000.0,0,0,0
0,0,0,0,0,10000.0,0,1,1
1,1,3,2,0,13000.0,0,1,0
0,0,0,0,0,10000.0,0,0,1
2,2,1,3,0,14000.0,1,0,0
2,2,1,1,0,12000.0,1,1,0
1,1,1,3,0,12000.0,0,1,0
1,1,1,0,0,15000.0,0,0,0
0,0,0,0,0,12000.0,0,0,1
1,0,0,0,0,12000.0,0,1,0
3,3,1,11,1,12000.0,0,1,1
0,0,0,0,0,15000.0,0,0,1
1,1,1,0,0,15000.0,0,1,1
2,2,3,1,0,15000.0,0,1,0
0,0,0,0,0,13000.0,0,0,0
0,0,0,0,0,8000.0,0,1,0
3,1,1,0,0,12000.0,0,0,0
1,0,0,0,0,11000.0,0,1,1
3,1,2,0,0,10000.0,0,1,0
2,2,0,0,0,16000.0,0,1,0
1,0,0,0,0,11000.0,1,1,0
3,2,5,2,0,10000.0,1,1,0
3,1,0,0,0,8000.0,0,1,0
1,1,1,1,0,12000.0,0,1,0
2,1,0,0,0,14000.0,1,0,1
3,2,6,3,2,12000.0,0,1,0
2,2,4,1,2,10000.0,0,1,0
1,1,0,1,0,8000.0,0,1,0
1,0,0,0,0,10000.0,1,1,0
1,1,2,0,1,11000.0,0,1,0
2,2,1,1,0,11000.0,0,0,0
2,1,0,0,0,13000.0,1,0,1
1,1,2,1,0,8000.0,0,0,0
0,0,0,0,0,14000.0,0,0,1
2,2,3,1,0,9000.0,1,1,0
2,2,5,1,0,11000.0,0,1,0
1,1,0,3,0,13000.0,0,1,1
0,0,0,0,0,15000.0,1,1,1
0,0,0,0,0,13000.0,0,0,1
2,2,5,3,0,9000.0,0,1,0
2,2,1,4,0,10000.0,0,0,0
2,1,0,0,0,14000.0,1,1,0
2,2,0,1,1,11000.0,1,1,0
1,0,0,0,0,13000.0,1,1,0
0,0,0,0,0,18000.0,0,1,1
1,1,2,2,0,11000.0,0,1,1
1,1,0,3,0,14000.0,0,0,1
1,1,0,4,0,10000.0,0,0,1
1,1,2,0,1,13000.0,0,0,1
2,1,0,0,1,12000.0,0,1,0
1,1,3,3,0,9000.0,1,1,0
2,0,0,0,0,16000.0,0,1,1
1,1,1,1,0,15000.0,1,1,0
2,1,4,4,0,12000.0,0,1,0
1,1,2,3,0,14000.0,0,1,1
2,2,3,2,0,12000.0,0,1,0
0,0,0,0,0,13000.0,1,1,1
3,2,0,4,1,11000.0,1,1,1
1,0,0,0,0,14000.0,1,1,0
2,2,0,2,0,12000.0,1,1,0
1,1,2,2,0,10000.0,0,1,0
1,0,0,0,0,12000.0,0,1,1
2,2,0,2,0,11000.0,0,1,0
3,0,0,0,0,9000.0,0,0,1
1,1,0,1,0,10000.0,0,1,0
3,3,5,2,0,8000.0,0,0,0
0,0,0,0,0,17000.0,1,1,0
2,0,0,0,0,12000.0,0,1,0
0,0,0,0,0,12000.0,0,1,1
1,0,0,0,0,12000.0,1,1,0
1,1,2,1,0,11000.0,1,1,0
2,0,0,0,0,12000.0,1,1,0
2,2,1,3,0,14000.0,0,1,0
0,0,0,0,0,15000.0,0,1,1
2,0,0,0,0,14000.0,0,1,0
0,0,0,0,0,11000.0,0,0,1
1,1,0,0,0,15000.0,0,0,0
2,2,0,3,1,10000.0,0,1,0
0,0,0,0,0,12000.0,1,0,0
0,0,0,0,0,8000.0,0,1,1
1,1,0,1,0,16000.0,0,0,0
2,1,2,1,0,11000.0,0,1,0
1,1,0,0,0,14000.0,0,1,0
2,1,2,1,0,10000.0,0,1,0
2,2,0,0,0,12000.0,1,1,0
1,1,0,1,0,12000.0,0,0,1
1,1,3,2,0,14000.0,0,1,0
2,2,2,2,1,11000.0,1,0,0
0,0,0,0,0,10000.0,0,0,1
2,2,6,2,1,10000.0,0,1,0
2,1,1,1,0,10000.0,0,0,0
3,3,3,9,0,10000.0,1,1,0
2,2,1,1,0,11000.0,0,1,0
1,1,3,0,0,14000.0,0,0,1
2,2,6,2,0,16000.0,0,0,1
3,3,7,0,0,13000.0,0,0,0
1,0,0,0,0,16000.0,1,1,0
1,0,0,0,0,12000.0,0,1,0
1,1,1,0,0,12000.0,0,0,0
3,3,10,3,1,8000.0,1,0,0
0,0,0,0,0,12000.0,0,0,1
1,1,0,0,0,13000.0,0,1,0
0,0,0,0,0,13000.0,0,0,1
3,0,0,0,0,11000.0,0,1,0
3,2,1,2,0,14000.0,0,1,0
0,0,0,0,0,12000.0,0,1,0
2,2,3,3,1,9000.0,0,1,0
2,2,5,0,2,12000.0,0,1,0
3,3,3,5,1,13000.0,1,1,0
0,0,0,0,0,13000.0,0,1,0
2,2,1,4,0,9000.0,0,1,0
0,0,0,0,0,14000.0,1,1,0
0,0,0,0,0,8000.0,0,1,1
0,0,0,0,0,14000.0,0,1,1
1,1,1,1,1,10000.0,0,1,0
3,3,6,4,0,9000.0,0,1,0
2,0,0,0,0,10000.0,0,1,1
2,2,1,0,2,17000.0,1,1,0
1,1,4,3,0,7000.0,0,1,0
0,0,0,0,0,13000.0,0,0,1
2,2,0,4,1,11000.0,1,1,0
1,0,0,0,0,13000.0,0,1,1
3,3,2,6,0,13000.0,1,0,0
0,0,0,0,0,10000.0,0,0,1
3,0,0,0,0,7000.0,1,1,0
0,0,0,0,0,14000.0,0,1,1
1,1,1,0,0,15000.0,0,1,0
1,0,0,0,0,5000.0,1,1,0
3,3,2,0,0,12000.0,1,1,0
1,1,0,2,0,9000.0,0,1,0
2,0,0,0,0,15000.0,0,0,0
0,0,0,0,0,7000.0,0,0,1
1,0,0,0,0,14000.0,0,0,0
2,0,0,0,0,11000.0,0,1,1
1,0,0,0,0,8000.0,0,0,1
0,0,0,0,0,13000.0,0,1,1
1,1,0,3,1,16000.0,0,0,1
3,3,4,7,2,13000.0,1,1,0
1,1,0,0,0,14000.0,0,0,0
0,0,0,0,0,15000.0,1,1,0
1,1,0,0,0,10000.0,0,1,0
2,2,2,4,0,13000.0,0,1,0
1,1,0,0,0,16000.0,0,1,0
1,0,0,0,0,12000.0,0,1,1
2,2,0,1,0,12000.0,1,1,0
2,2,2,0,0,7000.0,0,0,0
3,3,1,4,0,10000.0,0,1,0
2,2,0,2,0,12000.0,1,1,1
3,2,1,0,0,7000.0,0,0,1
2,1,2,0,0,11000.0,0,0,1
3,3,5,4,0,10000.0,0,1,0
3,1,2,1,0,11000.0,0,1,0
1,1,1,0,1,12000.0,0,1,0
3,3,4,2,0,8000.0,0,0,0
1,1,0,1,0,15000.0,0,0,1
0,0,0,0,0,11000.0,1,0,0
3,3,2,1,2,13000.0,0,1,0
1,1,0,0,0,14000.0,0,1,0
1,1,4,1,0,10000.0,1,0,0
2,2,1,5,0,10000.0,0,1,0
0,0,0,0,0,14000.0,0,0,1
1,1,1,3,0,12000.0,0,1,0
3,3,1,1,0,7000.0,0,0,0
1,1,1,1,1,12000.0,0,1,0
0,0,0,0,0,12000.0,0,1,0
1,1,1,0,0,12000.0,0,0,0
1,1,3,4,1,9000.0,0,1,0
0,0,0,0,0,12000.0,0,1,0
3,3,4,0,0,13000.0,0,1,0
2,2,1,2,0,18000.0,0,1,0
0,0,0,0,0,15000.0,0,1,0
1,1,0,0,0,12000.0,0,0,1
3,0,0,0,0,13000.0,1,1,0
0,0,0,0,0,11000.0,0,1,0
1,1,4,1,0,12000.0,0,0,1
2,2,2,0,1,11000.0,0,1,0
1,1,0,0,0,13000.0,0,1,0
2,2,0,6,0,10000.0,0,1,0
2,2,1,7,0,8000.0,0,0,1
2,1,0,1,0,12000.0,0,1,0
2,2,3,5,2,10000.0,0,0,0
1,0,0,0,0,10000.0,0,0,0
3,1,0,0,0,12000.0,0,1,1
3,3,4,7,0,9000.0,0,1,0
3,1,0,0,0,13000.0,0,1,0
0,0,0,0,0,19000.0,0,0,1
1,0,0,0,0,10000.0,0,1,1
2,1,1,0,1,10000.0,0,1,1
1,1,1,0,1,8000.0,0,1,0
2,0,0,0,0,13000.0,0,1,0
0,0,0,0,0,17000.0,0,0,1
0,0,0,0,0,19000.0,0,1,1
2,2,0,6,0,10000.0,1,1,0
2,2,4,3,0,7000.0,1,1,0
2,0,0,0,0,10000.0,1,1,0
2,0,0,0,0,13000.0,0,1,0
3,2,4,4,0,12000.0,0,1,0
0,0,0,0,0,12000.0,0,0,1
1,1,5,0,0,14000.0,0,1,0
2,2,2,4,1,12000.0,1,1,0
2,0,0,0,0,10000.0,1,1,0
2,0,0,0,0,13000.0,1,1,0
1,1,1,3,0,12000.0,1,1,0
2,2,1,3,0,9000.0,0,1,0
3,3,2,7,0,12000.0,0,1,0
0,0,0,0,0,6000.0,0,1,1
1,1,0,1,0,13000.0,0,1,0
1,1,1,1,0,12000.0,0,1,0
2,2,2,2,0,14000.0,0,1,0
2,1,2,9,0,12000.0,0,0,1
1,0,0,0,0,13000.0,1,1,0
3,3,1,5,1,15000.0,1,1,0
1,1,2,0,0,15000.0,0,1,1
2,2,3,2,1,11000.0,1,1,0
0,0,0,0,0,14000.0,0,0,1
3,3,10,6,0,8000.0,1,1,0
3,0,0,0,0,11000.0,0,1,0
3,0,0,0,0,9000.0,1,1,0
2,2,2,1,1,10000.0,0,1,0
1,1,1,3,0,16000.0,0,0,0
3,3,2,3,1,12000.0,1,1,0
3,3,0,0,2,11000.0,0,1,0
0,0,0,0,0,12000.0,0,1,0
1,0,0,0,0,10000.0,0,1,0
0,0,0,0,0,15000.0,0,0,1
2,2,0,1,0,10000.0,1,1,0
2,1,0,1,0,5000.0,0,1,0
2,2,6,2,0,10000.0,1,1,0
3,1,0,0,0,12000.0,0,1,0
2,2,0,2,0,5000.0,1,1,0
2,0,0,0,0,12000.0,0,1,1
0,0,0,0,0,17000.0,0,1,1
2,2,0,1,0,10000.0,1,1,0
1,1,1,1,0,12000.0,0,0,0
1,1,1,1,0,14000.0,0,0,1
2,2,5,2,1,9000.0,1,1,0
2,2,2,8,1,9000.0,0,1,0
2,0,0,0,0,10000.0,1,1,0
1,1,0,1,0,12000.0,1,0,1
0,0,0,0,0,8000.0,0,0,1
2,2,5,5,0,9000.0,1,1,0
0,0,0,0,0,14000.0,0,0,1
3,3,5,5,0,12000.0,0,1,0
1,1,1,0,1,12000.0,1,0,0
3,0,0,0,0,12000.0,0,1,0
3,3,2,4,1,10000.0,1,1,0
2,2,3,4,0,10000.0,0,1,0
1,1,0,1,0,9000.0,0,0,0
2,2,7,6,1,12000.0,0,1,0
3,3,5,7,0,12000.0,1,1,0
2,2,0,0,0,17000.0,1,1,1
0,0,0,0,0,12000.0,0,0,1
0,0,0,0,0,9000.0,0,1,1
2,2,0,0,0,15000.0,1,0,0
2,2,1,1,0,19000.0,0,1,0
3,1,0,4,0,8000.0,0,1,0
1,0,0,0,0,13000.0,0,0,1
1,1,3,0,0,11000.0,1,1,0
1,0,0,0,0,9000.0,0,1,0
1,0,0,0,0,12000.0,0,1,1
3,3,2,9,0,12000.0,1,1,0
1,1,0,1,0,12000.0,0,1,1
3,3,3,6,0,14000.0,1,1,0
0,0,0,0,0,14000.0,0,0,1
0,0,0,0,0,16000.0,1,1,0
2,2,0,2,0,12000.0,0,1,0
2,2,1,0,1,18000.0,0,0,1
0,0,0,0,0,13000.0,0,1,1
2,2,1,1,1,16000.0,1,1,0
